988.7200	0.2715	86	87
989.8910	0.2717	85	86
991.0580	0.2717	84	85
992.2200	0.2719	83	84
993.3790	0.2719	82	83
994.5330	0.2720	81	82
995.6830	0.2721	80	81
996.8290	0.2722	79	80
997.9700	0.2722	78	79
999.1070	0.2724	77	78
1000.2400	0.2726	76	77
1001.3690	0.2726	75	76
1002.4930	0.2727	74	75
1003.6130	0.2728	73	74
1004.7280	0.2729	72	73
1005.8390	0.2731	71	72
1006.9460	0.2731	70	71
1008.0480	0.2733	69	70
1009.1450	0.2734	68	69
1010.2380	0.2735	67	68
1011.3260	0.2737	66	67
1012.4100	0.2737	65	66
1013.4890	0.2739	64	65
1014.5640	0.2740	63	64
1015.6340	0.2741	62	63
1016.6990	0.2743	61	62
1017.7590	0.2744	60	61
1018.8150	0.2745	59	60
1019.8660	0.2747	58	59
1020.9120	0.2749	57	58
1021.9530	0.2750	56	57
1022.9890	0.2751	55	56
1024.0210	0.2753	54	55
1025.0470	0.2755	53	54
1026.0690	0.2756	52	53
1027.0860	0.2758	51	52
1028.0980	0.2761	50	51
1029.1040	0.2763	49	50
1030.1060	0.2765	48	49
1031.1030	0.2767	47	48
1032.0950	0.2769	46	47
1033.0810	0.2771	45	46
1034.0630	0.2773	44	45
1035.0390	0.2775	43	44
1036.0110	0.2778	42	43
1036.9770	0.2780	41	42
1037.9380	0.2782	40	41
1038.8940	0.2785	39	40
1039.8440	0.2789	38	39
1040.7897	0.2791	37	38
1041.7298	0.2794	36	37
1042.6646	0.2798	35	36
1043.5942	0.2801	34	35
1044.5180	0.2805	33	34
1045.4370	0.2808	32	33
1046.3509	0.2812	31	32
1047.2590	0.2816	30	31
1048.1620	0.2820	29	30
1049.0595	0.2824	28	29
1049.9520	0.2828	27	28
1050.8380	0.2832	26	27
1051.7190	0.2837	25	26
1052.5953	0.2842	24	25
1053.4660	0.2847	23	24
1054.3300	0.2853	22	23
1055.1900	0.2859	21	22
1056.0437	0.2865	20	21
1056.8920	0.2871	19	20
1057.7350	0.2878	18	19
1058.5720	0.2886	17	18
1059.4040	0.2894	16	17
1060.2300	0.2903	15	16
1061.0510	0.2913	14	15
1061.8660	0.2923	13	14
1062.6754	0.2935	12	13
1063.4790	0.2949	11	12
1064.2776	0.2964	10	11
1065.0700	0.2982	9	10
1065.8570	0.3004	8	9
1066.6390	0.3030	7	8
1067.4150	0.3063	6	7
1068.1850	0.3108	5	6
1068.9490	0.3169	4	5
1069.7080	0.3264	3	4
1070.4610	0.3433	2	3
1071.2090	0.3821	1	2
1071.9510	0.5739	0	1
1073.4180	0.1919	1	0
1074.1430	0.2306	2	1
1074.8620	0.2475	3	2
1075.5750	0.2571	4	3
1076.2830	0.2633	5	4
1076.9850	0.2679	6	5
1077.6820	0.2713	7	6
1078.3730	0.2741	8	7
1079.0580	0.2763	9	8
1079.7370	0.2783	10	9
1080.4110	0.2800	11	10
1081.0793	0.2815	12	11
1081.7420	0.2829	13	12
1082.3990	0.2842	14	13
1083.0496	0.2854	15	14
1083.6950	0.2865	16	15
1084.3350	0.2876	17	16
1084.9690	0.2886	18	17
1085.5974	0.2896	19	18
1086.2200	0.2905	20	19
1086.8370	0.2915	21	20
1087.4489	0.2924	22	21
1088.0550	0.2933	23	22
1088.6551	0.2941	24	23
1089.2500	0.2950	25	24
1089.8388	0.2958	26	25
1090.4222	0.2967	27	26
1091.0000	0.2975	28	27
1091.5720	0.2983	29	28
1092.1390	0.2991	30	29
1092.7000	0.3000	31	30
1093.2557	0.3008	32	31
1093.8060	0.3016	33	32
1094.3500	0.3024	34	33
1094.8891	0.3033	35	34
1095.4220	0.3041	36	35
1095.9504	0.3049	37	36
1096.4728	0.3057	38	37
1096.9900	0.3065	39	38
1097.5010	0.3074	40	39
1098.0070	0.3083	41	40
1098.5080	0.3090	42	41
1099.0030	0.3099	43	42
1099.4930	0.3106	44	43
1099.9770	0.3115	45	44
1100.4560	0.3123	46	45
1100.9300	0.3133	47	46
1101.3980	0.3141	48	47
1101.8610	0.3150	49	48
1102.3180	0.3158	50	49
1102.7700	0.3167	51	50
1103.2170	0.3175	52	51
1103.6590	0.3185	53	52
1104.0950	0.3194	54	53
1104.5270	0.3202	55	54
1104.9520	0.3211	56	55
1105.3730	0.3219	57	56
1105.7890	0.3229	58	57
1106.1990	0.3238	59	58
1106.6040	0.3245	60	59
1107.0040	0.3256	61	60
1107.3990	0.3265	62	61
1107.7890	0.3274	63	62
1108.1740	0.3283	64	63
1108.5540	0.3292	65	64
1108.9280	0.3302	66	65
1109.2980	0.3311	67	66
1109.6630	0.3320	68	67
1110.0220	0.3329	69	68
1110.3770	0.3339	70	69
1110.7270	0.3349	71	70
1111.0710	0.3357	72	71
1111.4110	0.3367	73	72
1111.7460	0.3376	74	73
1112.0770	0.3385	75	74
1112.4020	0.3395	76	75
1112.7230	0.3405	77	76
1113.0380	0.3413	78	77
1113.3490	0.3422	79	78
1113.6550	0.3435	80	79
1113.9570	0.3443	81	80
1114.2540	0.3452	82	81
1114.5460	0.3462	83	82
1114.8330	0.3472	84	83
1115.1160	0.3482	85	84
1115.3940	0.3491	86	85
1115.6680	0.3500	87	86
1115.9360	0.3509	88	87
